LGA,hhsize,totalvehs,hhinc,hhsize_normalised,totalvehs_normalised,hhinc_normalised,dwelltype_Flat or Apartment,dwelltype_Other,dwelltype_Separate House,dwelltype_Terrace/Townhouse,owndwell_Being Purchased,owndwell_Being Rented,owndwell_Fully Owned,owndwell_Occupied Rent-Free,owndwell_Something Else,label
Casey,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,1,0,0,0,1,0,0,6
Wyndham,3.0,1.0,1300.0,0.4,0.25,0.4274274274274274,0,0,1,0,0,0,1,0,0,3
Banyule,2.0,1.0,575.0,0.2,0.25,0.1856856856856856,0,0,1,0,1,0,0,0,0,5
GreaterDandenong,1.0,1.0,4225.0,0.0,0.25,0.931931931931932,0,0,1,0,0,0,1,0,0,6
Maribyrnong,1.0,0.0,1400.0,0.0,0.0,0.4744744744744744,1,0,0,0,0,1,0,0,0,1
Darebin,4.0,1.0,800.0,0.6,0.25,0.2697697697697697,0,0,1,0,1,0,0,0,0,3
Frankston,3.0,1.0,3250.0,0.4,0.25,0.8568568568568569,1,0,0,0,0,0,1,0,0,2
Whitehorse,2.0,1.0,2075.0,0.2,0.25,0.6446446446446445,0,0,1,0,0,1,0,0,0,0
Whittlesea,6.0,3.0,900.0,1.0,0.75,0.3008008008008008,0,0,1,0,0,1,0,0,0,0
Kingston,3.0,2.0,350.0,0.4,0.5,0.0845845845845846,0,0,1,0,0,0,1,0,0,4
Banyule,3.0,1.0,2500.0,0.4,0.25,0.7347347347347347,0,0,1,0,1,0,0,0,0,3
Stonnington,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,1,0,0,0,0,0,0,1,0,1
Brimbank,1.0,1.0,1475.0,0.0,0.25,0.4909909909909909,1,0,0,0,0,1,0,0,0,1
Monash,4.0,1.0,250.0,0.6,0.25,0.0565565565565565,0,0,1,0,0,0,1,0,0,4
Yarra,3.0,1.0,1125.0,0.4,0.25,0.3763763763763763,1,0,0,0,0,1,0,0,0,1
Whittlesea,3.0,2.0,1074.0,0.4,0.5,0.3513513513513513,0,0,1,0,0,0,1,0,0,4
Frankston,4.0,1.0,1125.0,0.6,0.25,0.3763763763763763,0,0,1,0,0,1,0,0,0,0
GlenEira,2.0,1.0,200.0,0.2,0.25,0.0385385385385385,0,0,1,0,1,0,0,0,0,5
Knox,1.0,2.0,1750.0,0.0,0.5,0.5565565565565566,0,0,0,1,0,0,1,0,0,2
Whittlesea,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,0,1,0,0,1,0,0,0,0
Melton,2.0,1.0,1800.0,0.2,0.25,0.5810810810810811,0,0,1,0,0,0,1,0,0,5
PortPhillip,1.0,0.0,1700.0,0.0,0.0,0.5330330330330331,1,0,0,0,0,0,1,0,0,2
Moreland,3.0,3.0,1750.0,0.4,0.75,0.5565565565565566,0,0,1,0,0,0,1,0,0,4
Stonnington,1.0,1.0,700.0,0.0,0.25,0.2247247247247247,0,0,0,1,1,0,0,0,0,2
Boroondara,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,0,1,1,0,0,0,0,2
Bayside,6.0,2.0,975.0,1.0,0.5,0.3293293293293293,0,0,1,0,0,0,1,0,0,4
Wyndham,4.0,2.0,2950.0,0.6,0.5,0.8158158158158159,0,0,1,0,1,0,0,0,0,3
Nillumbik,4.0,3.0,3125.0,0.6,0.75,0.8383383383383383,0,0,1,0,0,0,1,0,0,3
MorningtonPeninsula,3.0,0.0,500.0,0.4,0.0,0.1506506506506506,0,0,1,0,0,0,0,1,0,0
GreaterDandenong,5.0,3.0,2525.0,0.8,0.75,0.7632632632632632,0,0,1,0,0,1,0,0,0,0
Darebin,2.0,1.0,1000.0,0.2,0.25,0.3373373373373373,1,0,0,0,1,0,0,0,0,2
MorningtonPeninsula,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,1,0,1,0,0,0,0,5
MorningtonPeninsula,1.0,1.0,500.0,0.0,0.25,0.1506506506506506,0,1,0,0,0,0,1,0,0,2
Knox,2.0,1.0,1375.0,0.2,0.25,0.4514514514514514,0,1,0,0,1,0,0,0,0,2
Melton,2.0,1.0,0.0,0.2,0.25,0.0,0,0,1,0,0,0,1,0,0,5
Whitehorse,5.0,2.0,3500.0,0.8,0.5,0.8833833833833833,0,0,0,1,0,1,0,0,0,1
Melton,3.0,2.0,1600.0,0.4,0.5,0.504004004004004,0,0,0,1,0,1,0,0,0,1
Casey,1.0,1.0,3074.0,0.0,0.25,0.8327577069970579,1,0,0,0,0,0,1,0,0,2
Monash,1.0,1.0,1600.0,0.0,0.25,0.504004004004004,0,0,1,0,0,1,0,0,0,0
Whittlesea,2.0,1.0,500.0,0.2,0.25,0.1506506506506506,1,0,0,0,1,0,0,0,0,2
Kingston,1.0,1.0,1625.0,0.0,0.25,0.5195195195195195,0,0,1,0,1,0,0,0,0,5
Boroondara,4.0,3.0,1125.0,0.6,0.75,0.3763763763763763,0,0,1,0,1,0,0,0,0,4
HobsonsBay,2.0,1.0,725.0,0.2,0.25,0.2557557557557557,0,0,1,0,0,0,1,0,0,5
Monash,1.0,0.0,2875.0,0.0,0.0,0.8108108108108107,0,1,0,0,0,0,1,0,0,2
GreaterGeelong,5.0,4.0,3225.0,0.8,1.0,0.8533533533533533,0,0,1,0,1,0,0,0,0,3
Boroondara,2.0,1.0,350.0,0.2,0.25,0.0845845845845846,0,0,1,0,1,0,0,0,0,5
Whitehorse,4.0,3.0,3150.0,0.6,0.75,0.8433433433433433,0,0,1,0,1,0,0,0,0,3
Melton,3.0,1.0,2025.0,0.4,0.25,0.6361361361361362,0,0,1,0,0,1,0,0,0,0
Whittlesea,1.0,1.0,1750.0,0.0,0.25,0.5565565565565566,0,0,1,0,1,0,0,0,0,5
Whitehorse,2.0,0.0,1475.0,0.2,0.0,0.4909909909909909,0,0,1,0,0,1,0,0,0,0
Wyndham,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,1,0,1,0,0,0,0,6
Nillumbik,4.0,1.0,1000.0,0.6,0.25,0.3373373373373373,0,0,1,0,0,0,1,0,0,3
Boroondara,1.0,0.0,900.0,0.0,0.0,0.3008008008008008,0,1,0,0,0,1,0,0,0,1
Frankston,1.0,1.0,2750.0,0.0,0.25,0.7912912912912913,0,0,1,0,0,0,1,0,0,6
Nillumbik,1.0,1.0,5900.0,0.0,0.25,0.9855855855855856,0,0,1,0,1,0,0,0,0,6
Wyndham,1.0,1.0,3200.0,0.0,0.25,0.8478478478478478,0,0,1,0,1,0,0,0,0,6
Cardinia,1.0,1.0,2500.0,0.0,0.25,0.7347347347347347,1,0,0,0,0,1,0,0,0,1
Wyndham,4.0,2.0,500.0,0.6,0.5,0.1506506506506506,0,0,1,0,0,0,1,0,0,4
Darebin,2.0,1.0,2250.0,0.2,0.25,0.6736736736736737,0,0,1,0,0,0,0,1,0,0
Knox,3.0,2.0,500.0,0.4,0.5,0.1506506506506506,0,0,1,0,1,0,0,0,0,4
Moreland,1.0,1.0,1850.0,0.0,0.25,0.602102102102102,0,0,0,1,0,0,1,0,0,2
Boroondara,1.0,1.0,1000.0,0.0,0.25,0.3373373373373373,1,0,0,0,1,0,0,0,0,2
MooneeValley,6.0,1.0,2800.0,1.0,0.25,0.8008008008008007,0,0,1,0,1,0,0,0,0,3
Hume,2.0,1.0,1625.0,0.2,0.25,0.5195195195195195,0,0,0,1,0,1,0,0,0,1
Banyule,3.0,2.0,1750.0,0.4,0.5,0.5565565565565566,0,1,0,0,0,1,0,0,0,1
Brimbank,3.0,2.0,250.0,0.4,0.5,0.0565565565565565,0,0,1,0,0,0,1,0,0,4
Casey,3.0,2.0,2500.0,0.4,0.5,0.7347347347347347,0,0,1,0,0,0,1,0,0,3
Brimbank,5.0,2.0,450.0,0.8,0.5,0.1131131131131131,0,0,1,0,0,0,1,0,0,4
Hume,1.0,0.0,900.0,0.0,0.0,0.3008008008008008,0,0,1,0,1,0,0,0,0,5
Darebin,2.0,2.0,1375.0,0.2,0.5,0.4514514514514514,0,0,1,0,0,0,1,0,0,3
Cardinia,4.0,2.0,2500.0,0.6,0.5,0.7347347347347347,0,0,1,0,0,0,1,0,0,3
Maroondah,6.0,2.0,3500.0,1.0,0.5,0.8833833833833833,0,0,1,0,0,0,1,0,0,3
Hume,4.0,1.0,4224.0,0.6,0.25,0.9319179556915406,0,0,1,0,0,0,1,0,0,3
GreaterGeelong,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,0,1,0,1,0,0,0,0,5
Moreland,4.0,3.0,350.0,0.6,0.75,0.0845845845845846,0,0,1,0,0,0,1,0,0,4
MorningtonPeninsula,2.0,0.0,2750.0,0.2,0.0,0.7912912912912913,0,0,1,0,0,1,0,0,0,0
MorningtonPeninsula,3.0,2.0,700.0,0.4,0.5,0.2247247247247247,0,0,1,0,0,1,0,0,0,0
Manningham,2.0,1.0,3500.0,0.2,0.25,0.8833833833833833,0,0,1,0,0,0,1,0,0,6
Banyule,1.0,1.0,1474.0,0.0,0.25,0.4864864864864864,0,0,1,0,0,0,1,0,0,5
Knox,2.0,1.0,2750.0,0.2,0.25,0.7912912912912913,0,1,0,0,0,1,0,0,0,1
Maroondah,4.0,2.0,1850.0,0.6,0.5,0.602102102102102,0,0,1,0,0,1,0,0,0,0
Monash,4.0,2.0,700.0,0.6,0.5,0.2247247247247247,0,0,1,0,0,1,0,0,0,0
Frankston,2.0,1.0,3000.0,0.2,0.25,0.8248248248248248,0,0,1,0,1,0,0,0,0,6
YarraRanges,2.0,1.0,1800.0,0.2,0.25,0.5810810810810811,0,0,0,1,0,0,1,0,0,2
Yarra,1.0,1.0,2500.0,0.0,0.25,0.7347347347347347,0,0,0,1,1,0,0,0,0,2
Wyndham,1.0,1.0,3000.0,0.0,0.25,0.8248248248248248,1,0,0,0,0,1,0,0,0,1
Bayside,5.0,2.0,2500.0,0.8,0.5,0.7347347347347347,0,0,1,0,0,0,1,0,0,3
GreaterDandenong,1.0,1.0,1848.0,0.0,0.25,0.5965965965965966,0,0,0,1,0,1,0,0,0,1
Casey,6.0,2.0,900.0,1.0,0.5,0.3008008008008008,1,0,0,0,0,0,1,0,0,2
Brimbank,1.0,1.0,6000.0,0.0,0.25,1.0,0,0,1,0,1,0,0,0,0,6
Manningham,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,1,0,1,0,0,0,0,5
Monash,3.0,2.0,4050.0,0.4,0.5,0.9265932599265932,0,0,1,0,0,0,1,0,0,3
Wyndham,3.0,1.0,3200.0,0.4,0.25,0.8478478478478478,0,0,1,0,0,0,1,0,0,3
Wyndham,2.0,0.0,350.0,0.2,0.0,0.0845845845845846,0,0,1,0,1,0,0,0,0,5
Maroondah,2.0,0.0,1625.0,0.2,0.0,0.5195195195195195,0,0,1,0,0,0,1,0,0,5
GreaterGeelong,2.0,1.0,500.0,0.2,0.25,0.1506506506506506,0,0,1,0,0,1,0,0,0,0
YarraRanges,1.0,1.0,1125.0,0.0,0.25,0.3763763763763763,1,0,0,0,0,0,1,0,0,2
YarraRanges,4.0,2.0,1625.0,0.6,0.5,0.5195195195195195,0,0,1,0,0,0,1,0,0,3
Casey,4.0,2.0,5000.0,0.6,0.5,0.9664664664664664,0,0,1,0,0,0,1,0,0,3
Manningham,2.0,1.0,450.0,0.2,0.25,0.1131131131131131,0,0,1,0,0,0,1,0,0,5
MooneeValley,1.0,1.0,350.0,0.0,0.25,0.0845845845845846,1,0,0,0,0,1,0,0,0,1
Whittlesea,1.0,0.0,5525.0,0.0,0.0,0.9836586220187978,0,0,1,0,0,1,0,0,0,0
Darebin,2.0,1.0,800.0,0.2,0.25,0.2697697697697697,0,0,1,0,1,0,0,0,0,5
Banyule,2.0,1.0,1625.0,0.2,0.25,0.5195195195195195,0,0,1,0,1,0,0,0,0,5
YarraRanges,2.0,1.0,2075.0,0.2,0.25,0.6446446446446445,0,0,1,0,0,0,1,0,0,6
Stonnington,4.0,3.0,250.0,0.6,0.75,0.0565565565565565,0,1,0,0,1,0,0,0,0,2
MooneeValley,2.0,1.0,3400.0,0.2,0.25,0.8673673673673674,0,0,1,0,0,0,1,0,0,6
YarraRanges,3.0,1.0,900.0,0.4,0.25,0.3008008008008008,0,0,1,0,0,0,1,0,0,4
GreaterGeelong,3.0,1.0,250.0,0.4,0.25,0.0565565565565565,1,0,0,0,0,0,1,0,0,2
Darebin,4.0,1.0,2250.0,0.6,0.25,0.6736736736736737,0,0,1,0,0,0,1,0,0,3
Whittlesea,2.0,0.0,1375.0,0.2,0.0,0.4514514514514514,0,0,1,0,0,1,0,0,0,0
Stonnington,4.0,2.0,2325.0,0.6,0.5,0.6937231040064199,0,0,1,0,0,0,1,0,0,3
Wyndham,2.0,0.0,2500.0,0.2,0.0,0.7347347347347347,0,0,1,0,0,1,0,0,0,0
Maribyrnong,1.0,1.0,900.0,0.0,0.25,0.3008008008008008,1,0,0,0,0,1,0,0,0,1
GreaterGeelong,2.0,1.0,1125.0,0.2,0.25,0.3763763763763763,0,0,1,0,0,0,1,0,0,5
Whittlesea,2.0,2.0,500.0,0.2,0.5,0.1506506506506506,0,0,1,0,1,0,0,0,0,5
GreaterGeelong,3.0,1.0,3875.0,0.4,0.25,0.917917917917918,0,0,1,0,0,0,1,0,0,3
Cardinia,3.0,2.0,1125.0,0.4,0.5,0.3763763763763763,0,0,1,0,0,1,0,0,0,0
Boroondara,1.0,0.0,1600.0,0.0,0.0,0.504004004004004,0,0,1,0,1,0,0,0,0,5
Stonnington,5.0,4.0,1050.0,0.8,1.0,0.3483483483483484,0,0,1,0,0,1,0,0,0,0
Hume,2.0,0.0,750.0,0.2,0.0,0.2632632632632632,0,0,1,0,0,0,1,0,0,5
Melton,5.0,2.0,2025.0,0.8,0.5,0.6361361361361362,0,0,1,0,1,0,0,0,0,4
Wyndham,4.0,1.0,1848.0,0.6,0.25,0.5965965965965966,0,0,1,0,0,0,1,0,0,3
Stonnington,5.0,2.0,700.0,0.8,0.5,0.2247247247247247,0,0,1,0,0,0,1,0,0,4
Monash,2.0,0.0,1125.0,0.2,0.0,0.3763763763763763,0,0,1,0,0,0,1,0,0,5
YarraRanges,2.0,1.0,3575.0,0.2,0.25,0.8958365144805815,0,0,1,0,1,0,0,0,0,6
Wyndham,4.0,0.0,1800.0,0.6,0.0,0.5810810810810811,0,0,1,0,0,0,1,0,0,3
Wyndham,5.0,2.0,2500.0,0.8,0.5,0.7347347347347347,0,0,1,0,1,0,0,0,0,3
Boroondara,2.0,1.0,2850.0,0.2,0.25,0.8048048048048049,0,0,1,0,1,0,0,0,0,6
Monash,2.0,1.0,250.0,0.2,0.25,0.0565565565565565,0,0,1,0,0,0,1,0,0,5
Manningham,1.0,2.0,1624.0,0.0,0.5,0.5095095095095095,0,0,1,0,0,0,1,0,0,3
Cardinia,4.0,3.0,1750.0,0.6,0.75,0.5565565565565566,0,0,1,0,0,0,0,0,1,0
Hume,4.0,2.0,3625.0,0.6,0.5,0.8998998998998999,0,0,1,0,0,0,1,0,0,3
PortPhillip,5.0,2.0,2250.0,0.8,0.5,0.6736736736736737,0,0,1,0,0,0,1,0,0,3
Stonnington,1.0,1.0,2750.0,0.0,0.25,0.7912912912912913,0,0,1,0,0,1,0,0,0,0
Frankston,5.0,2.0,700.0,0.8,0.5,0.2247247247247247,0,1,0,0,0,0,1,0,0,2
Hume,2.0,1.0,1625.0,0.2,0.25,0.5195195195195195,0,0,0,1,1,0,0,0,0,2
Wyndham,2.0,0.0,3150.0,0.2,0.0,0.8433433433433433,0,0,1,0,1,0,0,0,0,6
Manningham,1.0,1.0,1875.0,0.0,0.25,0.6136136136136137,0,0,0,1,0,0,1,0,0,2
Monash,1.0,1.0,1000.0,0.0,0.25,0.3373373373373373,0,0,1,0,0,0,1,0,0,5
Melton,5.0,2.0,2600.0,0.8,0.5,0.7707707707707707,0,0,1,0,0,0,1,0,0,3
Darebin,2.0,1.0,2750.0,0.2,0.25,0.7912912912912913,0,0,1,0,1,0,0,0,0,6
Stonnington,2.0,0.0,800.0,0.2,0.0,0.2697697697697697,1,0,0,0,0,0,1,0,0,2
Frankston,2.0,1.0,574.0,0.2,0.25,0.1796796796796796,0,0,1,0,0,0,1,0,0,5
Knox,1.0,1.0,2250.0,0.0,0.25,0.6736736736736737,0,1,0,0,0,1,0,0,0,1
Whitehorse,4.0,0.0,100.0,0.6,0.0,0.0315315315315315,0,0,1,0,1,0,0,0,0,4
Yarra,2.0,1.0,3000.0,0.2,0.25,0.8248248248248248,0,0,0,1,0,0,1,0,0,2
Whittlesea,2.0,2.0,2250.0,0.2,0.5,0.6736736736736737,0,0,1,0,0,0,1,0,0,3
Monash,1.0,1.0,700.0,0.0,0.25,0.2247247247247247,0,0,1,0,1,0,0,0,0,5
Melton,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,1,0,0,0,1,0,0,5
Manningham,2.0,1.0,1125.0,0.2,0.25,0.3763763763763763,0,0,1,0,0,0,1,0,0,5
HobsonsBay,4.0,4.0,1750.0,0.6,1.0,0.5565565565565566,0,0,1,0,1,0,0,0,0,4
Wyndham,2.0,0.0,4125.0,0.2,0.0,0.9289289289289288,0,0,1,0,0,1,0,0,0,0
Melbourne,2.0,1.0,350.0,0.2,0.25,0.0845845845845846,0,0,0,1,1,0,0,0,0,2
MorningtonPeninsula,2.0,0.0,2025.0,0.2,0.0,0.6361361361361362,0,0,1,0,0,1,0,0,0,0
HobsonsBay,4.0,3.0,2875.0,0.6,0.75,0.8108108108108107,0,0,1,0,0,0,1,0,0,3
PortPhillip,4.0,1.0,1400.0,0.6,0.25,0.4744744744744744,0,0,1,0,0,0,1,0,0,3
Melbourne,2.0,1.0,1375.0,0.2,0.25,0.4514514514514514,1,0,0,0,0,1,0,0,0,1
Casey,1.0,1.0,450.0,0.0,0.25,0.1131131131131131,0,0,1,0,1,0,0,0,0,5
GreaterGeelong,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,1,0,0,0,1,0,0,5
Stonnington,2.0,0.0,1225.0,0.2,0.0,0.4164164164164164,0,0,0,1,0,0,1,0,0,2
Brimbank,1.0,0.0,1750.0,0.0,0.0,0.5565565565565566,0,0,1,0,0,0,1,0,0,5
Kingston,1.0,1.0,700.0,0.0,0.25,0.2247247247247247,0,1,0,0,0,1,0,0,0,1
Stonnington,4.0,3.0,900.0,0.6,0.75,0.3008008008008008,0,0,1,0,0,0,1,0,0,4
Brimbank,2.0,1.0,1725.0,0.2,0.25,0.5380380380380381,0,0,1,0,1,0,0,0,0,5
Darebin,2.0,1.0,3875.0,0.2,0.25,0.917917917917918,0,0,1,0,1,0,0,0,0,6
Whittlesea,2.0,1.0,1850.0,0.2,0.25,0.602102102102102,0,0,1,0,0,0,1,0,0,5
Kingston,3.0,1.0,4250.0,0.4,0.25,0.937937937937938,0,0,1,0,0,0,1,0,0,3
Hume,2.0,0.0,3200.0,0.2,0.0,0.8478478478478478,0,0,1,0,0,0,1,0,0,6
Wyndham,2.0,1.0,1200.0,0.2,0.25,0.4089089089089089,0,0,1,0,0,0,1,0,0,5
Knox,1.0,1.0,700.0,0.0,0.25,0.2247247247247247,1,0,0,0,0,0,1,0,0,2
Boroondara,5.0,2.0,5000.0,0.8,0.5,0.9664664664664664,0,0,1,0,0,0,1,0,0,3
Yarra,2.0,0.0,700.0,0.2,0.0,0.2247247247247247,0,0,0,1,0,0,1,0,0,2
Wyndham,4.0,2.0,900.0,0.6,0.5,0.3008008008008008,0,0,1,0,0,0,1,0,0,4
Wyndham,1.0,1.0,2600.0,0.0,0.25,0.7707707707707707,0,0,1,0,0,0,1,0,0,6
GreaterGeelong,1.0,1.0,350.0,0.0,0.25,0.0845845845845846,1,0,0,0,0,1,0,0,0,1
MorningtonPeninsula,2.0,2.0,3875.0,0.2,0.5,0.917917917917918,0,0,1,0,1,0,0,0,0,3
Melbourne,1.0,2.0,700.0,0.0,0.5,0.2247247247247247,0,0,0,1,1,0,0,0,0,2
Frankston,4.0,2.0,3225.0,0.6,0.5,0.8533533533533533,0,0,1,0,0,0,1,0,0,3
Brimbank,3.0,2.0,2000.0,0.4,0.5,0.6276276276276276,0,0,1,0,0,0,1,0,0,3
Maroondah,1.0,1.0,2500.0,0.0,0.25,0.7347347347347347,1,0,0,0,0,0,1,0,0,2
Knox,1.0,1.0,250.0,0.0,0.25,0.0565565565565565,0,0,1,0,1,0,0,0,0,5
MooneeValley,4.0,1.0,500.0,0.6,0.25,0.1506506506506506,1,0,0,0,0,0,1,0,0,2
PortPhillip,3.0,2.0,1375.0,0.4,0.5,0.4514514514514514,0,0,1,0,1,0,0,0,0,3
Frankston,5.0,2.0,1400.0,0.8,0.5,0.4744744744744744,0,0,1,0,0,0,1,0,0,4
MorningtonPeninsula,3.0,2.0,500.0,0.4,0.5,0.1506506506506506,0,0,1,0,1,0,0,0,0,4
Banyule,4.0,1.0,2500.0,0.6,0.25,0.7347347347347347,0,0,1,0,0,1,0,0,0,0
GreaterGeelong,4.0,2.0,100.0,0.6,0.5,0.0315315315315315,0,0,1,0,1,0,0,0,0,4
Stonnington,3.0,3.0,1848.0,0.4,0.75,0.5965965965965966,1,0,0,0,0,1,0,0,0,1
Bayside,4.0,1.0,500.0,0.6,0.25,0.1506506506506506,0,0,1,0,1,0,0,0,0,4
Casey,2.0,0.0,1700.0,0.2,0.0,0.5330330330330331,0,0,1,0,0,0,1,0,0,5
Manningham,6.0,2.0,3000.0,1.0,0.5,0.8248248248248248,0,0,1,0,0,0,0,0,1,0
HobsonsBay,2.0,1.0,2075.0,0.2,0.25,0.6446446446446445,0,0,1,0,1,0,0,0,0,6
Moreland,1.0,1.0,1400.0,0.0,0.25,0.4744744744744744,0,0,1,0,0,0,1,0,0,5
YarraRanges,2.0,1.0,450.0,0.2,0.25,0.1131131131131131,0,0,0,1,0,1,0,0,0,1
Manningham,4.0,4.0,350.0,0.6,1.0,0.0845845845845846,0,0,1,0,0,1,0,0,0,0
GlenEira,1.0,1.0,250.0,0.0,0.25,0.0565565565565565,1,0,0,0,1,0,0,0,0,2
MorningtonPeninsula,6.0,3.0,1125.0,1.0,0.75,0.3763763763763763,0,0,1,0,1,0,0,0,0,4
Whittlesea,2.0,1.0,575.0,0.2,0.25,0.1856856856856856,0,0,1,0,1,0,0,0,0,5
Kingston,2.0,1.0,5000.0,0.2,0.25,0.9664664664664664,0,0,1,0,1,0,0,0,0,6
Darebin,6.0,2.0,2500.0,1.0,0.5,0.7347347347347347,0,1,0,0,0,1,0,0,0,1
Wyndham,3.0,2.0,2250.0,0.4,0.5,0.6736736736736737,0,0,1,0,0,1,0,0,0,0
Wyndham,4.0,3.0,725.0,0.6,0.75,0.2557557557557557,0,0,1,0,0,1,0,0,0,0
Wyndham,2.0,1.0,575.0,0.2,0.25,0.1856856856856856,0,0,1,0,0,0,1,0,0,5
Yarra,1.0,1.0,350.0,0.0,0.25,0.0845845845845846,0,0,1,0,0,0,1,0,0,5
Kingston,2.0,1.0,250.0,0.2,0.25,0.0565565565565565,1,0,0,0,1,0,0,0,0,2
Casey,2.0,1.0,500.0,0.2,0.25,0.1506506506506506,1,0,0,0,0,1,0,0,0,1
Wyndham,4.0,3.0,650.0,0.6,0.75,0.2002080736438977,0,0,1,0,0,0,1,0,0,4
Kingston,2.0,1.0,1375.0,0.2,0.25,0.4514514514514514,1,0,0,0,0,1,0,0,0,1
Banyule,4.0,2.0,2100.0,0.6,0.5,0.6526526526526526,0,0,1,0,0,0,1,0,0,3
Melton,1.0,1.0,1374.0,0.0,0.25,0.4334334334334334,0,0,1,0,1,0,0,0,0,5
Whittlesea,2.0,0.0,1850.0,0.2,0.0,0.602102102102102,0,0,1,0,0,0,1,0,0,5
Stonnington,2.0,0.0,1625.0,0.2,0.0,0.5195195195195195,1,0,0,0,0,0,1,0,0,2
Boroondara,4.0,1.0,1125.0,0.6,0.25,0.3763763763763763,0,0,1,0,0,0,1,0,0,3
Wyndham,1.0,1.0,450.0,0.0,0.25,0.1131131131131131,0,0,1,0,1,0,0,0,0,5
Stonnington,3.0,2.0,2450.0,0.4,0.5,0.7032032032032032,0,0,1,0,0,1,0,0,0,0
Manningham,3.0,2.0,1375.0,0.4,0.5,0.4514514514514514,0,0,1,0,0,0,1,0,0,3
Banyule,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,1,0,1,0,0,0,0,6
PortPhillip,2.0,0.0,5275.0,0.2,0.0,0.9805011064469508,0,1,0,0,0,1,0,0,0,1
Knox,1.0,1.0,5000.0,0.0,0.25,0.9664664664664664,0,0,1,0,0,1,0,0,0,0
Wyndham,2.0,1.0,350.0,0.2,0.25,0.0845845845845846,0,0,1,0,1,0,0,0,0,5
Knox,2.0,1.0,1475.0,0.2,0.25,0.4909909909909909,0,0,1,0,1,0,0,0,0,5
Casey,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,1,0,0,0,1,0,0,6
Wyndham,4.0,1.0,3125.0,0.6,0.25,0.8383383383383383,0,0,1,0,1,0,0,0,0,3
Boroondara,2.0,1.0,3875.0,0.2,0.25,0.917917917917918,0,0,1,0,0,0,1,0,0,6
Maroondah,1.0,1.0,500.0,0.0,0.25,0.1506506506506506,0,1,0,0,0,1,0,0,0,1
Casey,3.0,2.0,2100.0,0.4,0.5,0.6526526526526526,0,0,1,0,0,0,1,0,0,3
HobsonsBay,5.0,2.0,350.0,0.8,0.5,0.0845845845845846,0,0,1,0,0,1,0,0,0,0
YarraRanges,2.0,1.0,1700.0,0.2,0.25,0.5330330330330331,0,0,1,0,1,0,0,0,0,5
Boroondara,3.0,1.0,200.0,0.4,0.25,0.0385385385385385,0,0,0,1,0,0,1,0,0,2
MooneeValley,2.0,0.0,3700.0,0.2,0.0,0.9064064064064064,0,0,1,0,0,0,1,0,0,6
Brimbank,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,1,0,0,0,1,0,0,0,0,2
Nillumbik,1.0,1.0,1175.0,0.0,0.25,0.4034034034034034,0,0,1,0,0,1,0,0,0,0
YarraRanges,4.0,3.0,2750.0,0.6,0.75,0.7912912912912913,0,0,1,0,0,0,1,0,0,3
Whitehorse,4.0,2.0,225.0,0.6,0.5,0.0445445445445445,0,0,1,0,0,0,1,0,0,4
Brimbank,3.0,2.0,1200.0,0.4,0.5,0.4089089089089089,0,0,1,0,1,0,0,0,0,3
GreaterGeelong,2.0,0.0,2250.0,0.2,0.0,0.6736736736736737,0,0,1,0,0,0,1,0,0,6
Frankston,1.0,1.0,900.0,0.0,0.25,0.3008008008008008,0,0,1,0,0,0,1,0,0,5
Manningham,4.0,2.0,6000.0,0.6,0.5,1.0,0,0,0,1,1,0,0,0,0,2
MorningtonPeninsula,4.0,1.0,3224.0,0.6,0.25,0.8518518518518519,0,0,1,0,1,0,0,0,0,3
Brimbank,5.0,2.0,4400.0,0.8,0.5,0.9482816149482816,0,0,1,0,0,0,1,0,0,3
Yarra,1.0,1.0,350.0,0.0,0.25,0.0845845845845846,0,0,1,0,0,1,0,0,0,0
MorningtonPeninsula,2.0,1.0,2774.0,0.2,0.25,0.7987987987987988,0,0,1,0,1,0,0,0,0,6
Hume,2.0,0.0,1150.0,0.2,0.0,0.3993993993993994,0,0,1,0,1,0,0,0,0,5
Kingston,3.0,1.0,4250.0,0.4,0.25,0.937937937937938,0,0,0,1,0,0,1,0,0,2
Casey,1.0,2.0,2875.0,0.0,0.5,0.8108108108108107,0,0,1,0,0,1,0,0,0,0
Casey,1.0,2.0,1200.0,0.0,0.5,0.4089089089089089,1,0,0,0,0,0,1,0,0,2
Whitehorse,1.0,0.0,1224.0,0.0,0.0,0.4142844598984948,1,0,0,0,1,0,0,0,0,2
Moreland,2.0,0.0,900.0,0.2,0.0,0.3008008008008008,0,0,1,0,0,0,1,0,0,5
