LGA,hhsize,totalvehs,hhinc,hhsize_normalised,totalvehs_normalised,hhinc_normalised,dwelltype_Flat or Apartment,dwelltype_Other,dwelltype_Separate House,dwelltype_Terrace/Townhouse,owndwell_Being Purchased,owndwell_Being Rented,owndwell_Fully Owned,owndwell_Occupied Rent-Free,owndwell_Something Else,label
Hume,5.0,3.0,1400.0,0.8,0.75,0.4744744744744744,0,0,1,0,1,0,0,0,0,4
Whitehorse,1.0,1.0,1400.0,0.0,0.25,0.4744744744744744,1,0,0,0,0,1,0,0,0,1
MooneeValley,3.0,1.0,700.0,0.4,0.25,0.2247247247247247,0,0,1,0,0,1,0,0,0,0
GlenEira,3.0,2.0,1848.0,0.4,0.5,0.5965965965965966,0,0,1,0,0,0,1,0,0,3
Kingston,3.0,2.0,2300.0,0.4,0.5,0.6926926926926927,0,0,1,0,0,1,0,0,0,0
PortPhillip,1.0,1.0,299.0,0.0,0.25,0.066046046046046,0,1,0,0,0,1,0,0,0,1
Moreland,1.0,1.0,3500.0,0.0,0.25,0.8833833833833833,1,0,0,0,0,1,0,0,0,1
GreaterGeelong,3.0,2.0,1374.0,0.4,0.5,0.4334334334334334,0,0,1,0,0,1,0,0,0,0
Cardinia,1.0,1.0,3125.0,0.0,0.25,0.8383383383383383,0,0,1,0,1,0,0,0,0,6
Maribyrnong,2.0,1.0,1850.0,0.2,0.25,0.602102102102102,0,0,1,0,0,0,1,0,0,5
Casey,4.0,3.0,1725.0,0.6,0.75,0.5380380380380381,0,0,1,0,0,0,1,0,0,4
Casey,3.0,2.0,3500.0,0.4,0.5,0.8833833833833833,0,0,1,0,0,0,1,0,0,3
Moreland,2.0,0.0,1000.0,0.2,0.0,0.3373373373373373,0,0,1,0,1,0,0,0,0,5
Casey,3.0,1.0,350.0,0.4,0.25,0.0845845845845846,0,0,1,0,1,0,0,0,0,4
Whittlesea,5.0,4.0,500.0,0.8,1.0,0.1506506506506506,0,0,1,0,0,1,0,0,0,0
MooneeValley,5.0,2.0,1600.0,0.8,0.5,0.504004004004004,0,0,1,0,1,0,0,0,0,4
Cardinia,2.0,1.0,2125.0,0.2,0.25,0.6566566566566566,0,0,1,0,1,0,0,0,0,6
Moreland,4.0,2.0,574.0,0.6,0.5,0.1796796796796796,0,0,1,0,1,0,0,0,0,4
Kingston,1.0,1.0,2500.0,0.0,0.25,0.7347347347347347,1,0,0,0,0,1,0,0,0,1
MorningtonPeninsula,2.0,1.0,1475.0,0.2,0.25,0.4909909909909909,0,0,1,0,0,0,1,0,0,5
Nillumbik,1.0,1.0,2450.0,0.0,0.25,0.7032032032032032,1,0,0,0,0,0,1,0,0,2
Casey,2.0,1.0,1375.0,0.2,0.25,0.4514514514514514,0,0,1,0,0,0,1,0,0,5
Wyndham,2.0,1.0,1125.0,0.2,0.25,0.3763763763763763,0,0,1,0,0,0,1,0,0,5
Kingston,2.0,1.0,1848.0,0.2,0.25,0.5965965965965966,1,0,0,0,0,0,1,0,0,2
Knox,5.0,4.0,725.0,0.8,1.0,0.2557557557557557,0,0,1,0,0,0,1,0,0,4
Boroondara,2.0,1.0,3725.0,0.2,0.25,0.907907907907908,0,0,1,0,0,0,1,0,0,6
Knox,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,1,0,1,0,0,0,0,5
Moreland,5.0,1.0,1475.0,0.8,0.25,0.4909909909909909,0,0,1,0,0,1,0,0,0,0
Melton,3.0,1.0,1750.0,0.4,0.25,0.5565565565565566,0,0,0,1,0,0,1,0,0,2
Casey,5.0,1.0,1624.0,0.8,0.25,0.5095095095095095,0,0,1,0,1,0,0,0,0,4
Maribyrnong,1.0,0.0,2450.0,0.0,0.0,0.7032032032032032,0,0,0,1,1,0,0,0,0,2
Moreland,4.0,1.0,1125.0,0.6,0.25,0.3763763763763763,0,0,1,0,1,0,0,0,0,3
Maribyrnong,2.0,0.0,3350.0,0.2,0.0,0.8618618618618619,0,0,1,0,1,0,0,0,0,6
Manningham,1.0,1.0,2600.0,0.0,0.25,0.7707707707707707,0,0,1,0,1,0,0,0,0,6
Wyndham,1.0,1.0,3200.0,0.0,0.25,0.8478478478478478,0,0,1,0,1,0,0,0,0,6
Darebin,1.0,1.0,3000.0,0.0,0.25,0.8248248248248248,0,0,1,0,0,1,0,0,0,0
Moreland,1.0,1.0,800.0,0.0,0.25,0.2697697697697697,0,0,1,0,0,0,1,0,0,5
Melton,2.0,1.0,3500.0,0.2,0.25,0.8833833833833833,0,0,1,0,0,0,1,0,0,6
Whitehorse,2.0,1.0,1125.0,0.2,0.25,0.3763763763763763,0,1,0,0,0,0,1,0,0,2
Maribyrnong,3.0,2.0,5000.0,0.4,0.5,0.9664664664664664,0,0,1,0,1,0,0,0,0,3
PortPhillip,3.0,1.0,2998.0,0.4,0.25,0.8183183183183182,0,0,1,0,0,0,1,0,0,3
Maribyrnong,4.0,2.0,1700.0,0.6,0.5,0.5330330330330331,0,0,1,0,0,0,1,0,0,3
Hume,2.0,1.0,1375.0,0.2,0.25,0.4514514514514514,0,0,1,0,0,0,1,0,0,5
Nillumbik,5.0,1.0,700.0,0.8,0.25,0.2247247247247247,0,0,0,1,0,1,0,0,0,1
GreaterGeelong,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,0,1,1,0,0,0,0,2
GreaterGeelong,2.0,4.0,3125.0,0.2,1.0,0.8383383383383383,0,0,1,0,1,0,0,0,0,3
Hume,1.0,1.0,1800.0,0.0,0.25,0.5810810810810811,0,0,1,0,0,0,1,0,0,5
YarraRanges,2.0,1.0,1375.0,0.2,0.25,0.4514514514514514,0,0,1,0,0,1,0,0,0,0
Cardinia,5.0,2.0,1375.0,0.8,0.5,0.4514514514514514,0,0,1,0,0,0,1,0,0,4
Kingston,1.0,1.0,1250.0,0.0,0.25,0.4224224224224224,1,0,0,0,0,0,1,0,0,2
Nillumbik,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,1,0,0,1,0,0,0,0,2
Frankston,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,1,0,0,1,0,0,0,0,2
MorningtonPeninsula,4.0,1.0,700.0,0.6,0.25,0.2247247247247247,0,0,1,0,1,0,0,0,0,4
Maroondah,3.0,1.0,700.0,0.4,0.25,0.2247247247247247,0,0,1,0,0,1,0,0,0,0
Whitehorse,2.0,0.0,1875.0,0.2,0.0,0.6136136136136137,0,0,1,0,1,0,0,0,0,5
Stonnington,2.0,1.0,574.0,0.2,0.25,0.1796796796796796,0,0,1,0,0,0,1,0,0,5
HobsonsBay,2.0,0.0,3125.0,0.2,0.0,0.8383383383383383,0,0,1,0,0,1,0,0,0,0
Bayside,4.0,1.0,1000.0,0.6,0.25,0.3373373373373373,0,0,1,0,1,0,0,0,0,3
Frankston,4.0,1.0,5750.0,0.6,0.25,0.984984984984985,0,0,1,0,0,1,0,0,0,0
Stonnington,4.0,2.0,1750.0,0.6,0.5,0.5565565565565566,0,0,1,0,1,0,0,0,0,3
Maroondah,2.0,1.0,3000.0,0.2,0.25,0.8248248248248248,0,0,1,0,0,0,1,0,0,6
Whittlesea,2.0,0.0,225.0,0.2,0.0,0.0445445445445445,0,0,1,0,0,0,1,0,0,5
GlenEira,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,0,0,1,0,0,1,0,0,2
MooneeValley,3.0,2.0,1375.0,0.4,0.5,0.4514514514514514,0,0,0,1,0,1,0,0,0,1
Melton,1.0,1.0,700.0,0.0,0.25,0.2247247247247247,0,0,1,0,1,0,0,0,0,5
Hume,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,1,0,0,0,1,0,0,5
Wyndham,4.0,0.0,1750.0,0.6,0.0,0.5565565565565566,0,0,1,0,0,0,1,0,0,3
Yarra,1.0,3.0,3850.0,0.0,0.75,0.9124124124124124,0,0,0,1,1,0,0,0,0,2
Melbourne,2.0,1.0,3350.0,0.2,0.25,0.8618618618618619,0,0,1,0,1,0,0,0,0,6
PortPhillip,2.0,1.0,1475.0,0.2,0.25,0.4909909909909909,1,0,0,0,0,1,0,0,0,1
Hume,4.0,2.0,600.0,0.6,0.5,0.1956956956956957,0,0,1,0,0,1,0,0,0,0
Moreland,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,1,0,0,0,1,0,0,0,0,2
Kingston,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,1,0,0,0,1,0,0,6
GreaterGeelong,3.0,2.0,200.0,0.4,0.5,0.0385385385385385,0,0,1,0,0,1,0,0,0,0
Manningham,4.0,3.0,3250.0,0.6,0.75,0.8568568568568569,0,0,1,0,0,0,1,0,0,3
Maroondah,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,1,0,1,0,0,0,0,5
Casey,4.0,2.0,900.0,0.6,0.5,0.3008008008008008,0,0,1,0,0,0,1,0,0,4
Frankston,2.0,1.0,500.0,0.2,0.25,0.1506506506506506,0,0,1,0,0,0,1,0,0,5
HobsonsBay,4.0,3.0,3000.0,0.6,0.75,0.8248248248248248,0,0,1,0,0,0,1,0,0,3
YarraRanges,4.0,2.0,1400.0,0.6,0.5,0.4744744744744744,0,0,1,0,0,0,1,0,0,3
Wyndham,1.0,1.0,1750.0,0.0,0.25,0.5565565565565566,0,0,1,0,1,0,0,0,0,5
Whittlesea,3.0,2.0,224.0,0.4,0.5,0.0405405405405405,0,0,1,0,1,0,0,0,0,4
Whitehorse,2.0,1.0,0.0,0.2,0.25,0.0,0,1,0,0,0,1,0,0,0,1
Moreland,2.0,1.0,1375.0,0.2,0.25,0.4514514514514514,1,0,0,0,0,1,0,0,0,1
Darebin,3.0,1.0,1700.0,0.4,0.25,0.5330330330330331,0,0,1,0,0,0,1,0,0,3
YarraRanges,4.0,2.0,4625.0,0.6,0.5,0.950950950950951,0,0,1,0,0,1,0,0,0,0
Whitehorse,2.0,0.0,800.0,0.2,0.0,0.2697697697697697,0,1,0,0,0,0,1,0,0,2
Melton,5.0,2.0,1750.0,0.8,0.5,0.5565565565565566,0,0,1,0,1,0,0,0,0,4
Hume,1.0,0.0,1875.0,0.0,0.0,0.6136136136136137,0,1,0,0,0,0,1,0,0,2
Melton,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,1,0,0,1,0,0,0,0
GreaterGeelong,3.0,1.0,1725.0,0.4,0.25,0.5380380380380381,0,1,0,0,0,0,1,0,0,2
YarraRanges,1.0,1.0,725.0,0.0,0.25,0.2557557557557557,0,0,1,0,1,0,0,0,0,5
Whittlesea,4.0,2.0,2150.0,0.6,0.5,0.6576576576576576,0,0,1,0,1,0,0,0,0,3
Nillumbik,4.0,1.0,500.0,0.6,0.25,0.1506506506506506,0,0,1,0,0,0,1,0,0,4
Frankston,1.0,1.0,1800.0,0.0,0.25,0.5810810810810811,0,0,1,0,1,0,0,0,0,5
YarraRanges,1.0,1.0,225.0,0.0,0.25,0.0445445445445445,0,0,0,1,0,0,1,0,0,2
GlenEira,1.0,1.0,2750.0,0.0,0.25,0.7912912912912913,0,0,0,1,0,0,1,0,0,2
Maroondah,4.0,2.0,500.0,0.6,0.5,0.1506506506506506,0,0,0,1,0,1,0,0,0,1
GreaterGeelong,4.0,1.0,2450.0,0.6,0.25,0.7032032032032032,0,0,1,0,1,0,0,0,0,3
Hume,1.0,0.0,2750.0,0.0,0.0,0.7912912912912913,0,0,1,0,0,0,1,0,0,6
GreaterDandenong,1.0,0.0,700.0,0.0,0.0,0.2247247247247247,0,0,1,0,1,0,0,0,0,5
YarraRanges,2.0,0.0,700.0,0.2,0.0,0.2247247247247247,0,0,1,0,1,0,0,0,0,5
GlenEira,5.0,2.0,1750.0,0.8,0.5,0.5565565565565566,0,1,0,0,1,0,0,0,0,2
Whittlesea,5.0,4.0,5000.0,0.8,1.0,0.9664664664664664,0,0,1,0,0,0,1,0,0,3
Whitehorse,3.0,2.0,2500.0,0.4,0.5,0.7347347347347347,0,1,0,0,0,0,1,0,0,2
Stonnington,2.0,1.0,1125.0,0.2,0.25,0.3763763763763763,0,0,0,1,1,0,0,0,0,2
Monash,3.0,2.0,2600.0,0.4,0.5,0.7707707707707707,0,0,1,0,1,0,0,0,0,3
Knox,4.0,2.0,1625.0,0.6,0.5,0.5195195195195195,0,0,1,0,0,0,1,0,0,3
HobsonsBay,3.0,1.0,3400.0,0.4,0.25,0.8673673673673674,0,0,1,0,0,0,1,0,0,3
Brimbank,4.0,2.0,3000.0,0.6,0.5,0.8248248248248248,0,0,1,0,0,0,1,0,0,3
GlenEira,3.0,2.0,1125.0,0.4,0.5,0.3763763763763763,0,0,0,1,1,0,0,0,0,2
Melton,1.0,3.0,1200.0,0.0,0.75,0.4089089089089089,0,0,1,0,0,0,1,0,0,3
Bayside,2.0,2.0,2500.0,0.2,0.5,0.7347347347347347,0,0,1,0,0,0,1,0,0,3
MooneeValley,2.0,1.0,1375.0,0.2,0.25,0.4514514514514514,0,0,1,0,1,0,0,0,0,5
MorningtonPeninsula,3.0,1.0,1700.0,0.4,0.25,0.5330330330330331,0,0,1,0,0,0,1,0,0,3
Hume,1.0,1.0,1600.0,0.0,0.25,0.504004004004004,0,0,0,1,0,1,0,0,0,1
Moreland,3.0,2.0,2250.0,0.4,0.5,0.6736736736736737,0,0,0,1,1,0,0,0,0,2
YarraRanges,4.0,4.0,450.0,0.6,1.0,0.1131131131131131,0,0,1,0,1,0,0,0,0,4
HobsonsBay,2.0,0.0,1000.0,0.2,0.0,0.3373373373373373,0,1,0,0,1,0,0,0,0,2
Melton,3.0,2.0,1400.0,0.4,0.5,0.4744744744744744,0,0,1,0,1,0,0,0,0,3
Wyndham,1.0,1.0,900.0,0.0,0.25,0.3008008008008008,0,0,1,0,1,0,0,0,0,5
Monash,4.0,1.0,2750.0,0.6,0.25,0.7912912912912913,0,0,1,0,0,0,1,0,0,3
GlenEira,2.0,1.0,100.0,0.2,0.25,0.0315315315315315,0,0,1,0,1,0,0,0,0,5
Brimbank,2.0,0.0,1000.0,0.2,0.0,0.3373373373373373,0,0,1,0,0,0,1,0,0,5
Hume,2.0,1.0,1600.0,0.2,0.25,0.504004004004004,0,0,1,0,0,0,1,0,0,5
PortPhillip,3.0,2.0,1800.0,0.4,0.5,0.5810810810810811,0,0,0,1,0,0,1,0,0,2
Casey,4.0,3.0,5000.0,0.6,0.75,0.9664664664664664,0,0,1,0,1,0,0,0,0,3
Boroondara,2.0,1.0,1850.0,0.2,0.25,0.602102102102102,0,0,1,0,0,0,1,0,0,5
HobsonsBay,2.0,1.0,2275.0,0.2,0.25,0.6881881881881882,0,0,0,1,1,0,0,0,0,2
Brimbank,2.0,0.0,2500.0,0.2,0.0,0.7347347347347347,0,0,1,0,0,0,1,0,0,6
Monash,1.0,1.0,600.0,0.0,0.25,0.1956956956956957,0,1,0,0,0,0,1,0,0,2
MorningtonPeninsula,2.0,1.0,1600.0,0.2,0.25,0.504004004004004,0,0,1,0,0,0,1,0,0,5
PortPhillip,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,0,1,0,0,1,0,0,2
Monash,3.0,1.0,800.0,0.4,0.25,0.2697697697697697,0,0,1,0,0,0,1,0,0,4
MooneeValley,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,0,1,0,1,0,0,0,0,5
Moreland,2.0,1.0,450.0,0.2,0.25,0.1131131131131131,0,0,1,0,1,0,0,0,0,5
Boroondara,3.0,3.0,1125.0,0.4,0.75,0.3763763763763763,0,0,0,1,0,1,0,0,0,1
Melbourne,2.0,1.0,250.0,0.2,0.25,0.0565565565565565,1,0,0,0,0,1,0,0,0,1
Melton,1.0,1.0,2250.0,0.0,0.25,0.6736736736736737,0,0,1,0,1,0,0,0,0,6
Moreland,2.0,1.0,1750.0,0.2,0.25,0.5565565565565566,0,0,1,0,1,0,0,0,0,5
Cardinia,2.0,1.0,1875.0,0.2,0.25,0.6136136136136137,0,0,1,0,0,1,0,0,0,0
Maribyrnong,3.0,2.0,2750.0,0.4,0.5,0.7912912912912913,0,1,0,0,1,0,0,0,0,2
Stonnington,3.0,1.0,350.0,0.4,0.25,0.0845845845845846,0,0,0,1,1,0,0,0,0,2
Banyule,1.0,1.0,674.0,0.0,0.25,0.201161476098909,0,0,1,0,0,0,1,0,0,5
MorningtonPeninsula,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,5
Melton,1.0,1.0,1750.0,0.0,0.25,0.5565565565565566,0,0,1,0,1,0,0,0,0,5
Melton,2.0,1.0,1475.0,0.2,0.25,0.4909909909909909,0,0,1,0,0,0,1,0,0,5
GreaterGeelong,1.0,0.0,700.0,0.0,0.0,0.2247247247247247,1,0,0,0,0,1,0,0,0,1
GreaterGeelong,3.0,1.0,3400.0,0.4,0.25,0.8673673673673674,0,0,1,0,0,0,1,0,0,3
Brimbank,2.0,0.0,350.0,0.2,0.0,0.0845845845845846,0,0,1,0,0,0,1,0,0,5
Knox,1.0,1.0,1125.0,0.0,0.25,0.3763763763763763,0,0,1,0,0,1,0,0,0,0
MooneeValley,2.0,1.0,350.0,0.2,0.25,0.0845845845845846,0,0,1,0,0,0,1,0,0,5
Knox,5.0,4.0,1050.0,0.8,1.0,0.3483483483483484,0,0,1,0,0,0,1,0,0,4
Wyndham,1.0,1.0,2600.0,0.0,0.25,0.7707707707707707,0,0,1,0,0,1,0,0,0,0
PortPhillip,2.0,0.0,5000.0,0.2,0.0,0.9664664664664664,1,0,0,0,0,0,1,0,0,2
Boroondara,2.0,1.0,1725.0,0.2,0.25,0.5380380380380381,1,0,0,0,0,1,0,0,0,1
HobsonsBay,3.0,2.0,700.0,0.4,0.5,0.2247247247247247,0,0,1,0,1,0,0,0,0,4
GlenEira,6.0,1.0,350.0,1.0,0.25,0.0845845845845846,0,0,1,0,0,0,1,0,0,4
Melton,3.0,1.0,1225.0,0.4,0.25,0.4164164164164164,0,0,1,0,1,0,0,0,0,3
Frankston,2.0,1.0,1600.0,0.2,0.25,0.504004004004004,0,0,1,0,1,0,0,0,0,5
Whitehorse,2.0,2.0,3875.0,0.2,0.5,0.917917917917918,0,0,1,0,1,0,0,0,0,3
MorningtonPeninsula,2.0,1.0,6000.0,0.2,0.25,1.0,0,0,1,0,0,0,1,0,0,6
Darebin,2.0,2.0,3500.0,0.2,0.5,0.8833833833833833,1,0,0,0,0,1,0,0,0,1
Hume,3.0,2.0,1825.0,0.4,0.5,0.592092092092092,0,0,1,0,0,1,0,0,0,0
Melton,1.0,4.0,3500.0,0.0,1.0,0.8833833833833833,0,0,1,0,1,0,0,0,0,3
Stonnington,1.0,0.0,5000.0,0.0,0.0,0.9664664664664664,1,0,0,0,0,0,1,0,0,2
Moreland,2.0,0.0,2500.0,0.2,0.0,0.7347347347347347,0,0,1,0,1,0,0,0,0,6
Melton,1.0,1.0,2500.0,0.0,0.25,0.7347347347347347,1,0,0,0,0,1,0,0,0,1
Stonnington,2.0,1.0,1800.0,0.2,0.25,0.5810810810810811,0,0,1,0,0,0,1,0,0,5
HobsonsBay,6.0,2.0,1375.0,1.0,0.5,0.4514514514514514,0,0,1,0,1,0,0,0,0,4
Moreland,2.0,1.0,1825.0,0.2,0.25,0.592092092092092,0,0,1,0,0,1,0,0,0,0
Monash,1.0,1.0,3500.0,0.0,0.25,0.8833833833833833,0,0,1,0,0,0,1,0,0,6
Banyule,2.0,1.0,2725.0,0.2,0.25,0.7833041374708042,1,0,0,0,1,0,0,0,0,2
Boroondara,1.0,1.0,1125.0,0.0,0.25,0.3763763763763763,0,0,1,0,1,0,0,0,0,5
Knox,6.0,2.0,700.0,1.0,0.5,0.2247247247247247,0,0,1,0,1,0,0,0,0,4
Maribyrnong,3.0,2.0,1700.0,0.4,0.5,0.5330330330330331,0,0,0,1,0,0,1,0,0,2
Cardinia,3.0,0.0,3200.0,0.4,0.0,0.8478478478478478,0,0,0,1,1,0,0,0,0,2
Manningham,1.0,1.0,5000.0,0.0,0.25,0.9664664664664664,0,1,0,0,1,0,0,0,0,2
Frankston,2.0,0.0,1125.0,0.2,0.0,0.3763763763763763,0,0,1,0,0,0,1,0,0,5
GreaterGeelong,3.0,1.0,900.0,0.4,0.25,0.3008008008008008,1,0,0,0,0,1,0,0,0,1
Darebin,5.0,1.0,2025.0,0.8,0.25,0.6361361361361362,0,0,1,0,0,1,0,0,0,0
MorningtonPeninsula,3.0,2.0,2450.0,0.4,0.5,0.7032032032032032,0,0,1,0,0,0,1,0,0,3
Melbourne,1.0,1.0,1150.0,0.0,0.25,0.3993993993993994,0,0,0,1,0,0,1,0,0,2
PortPhillip,2.0,0.0,2125.0,0.2,0.0,0.6566566566566566,0,0,1,0,0,1,0,0,0,0
Melbourne,1.0,1.0,500.0,0.0,0.25,0.1506506506506506,1,0,0,0,0,1,0,0,0,1
Stonnington,3.0,2.0,1375.0,0.4,0.5,0.4514514514514514,0,0,1,0,0,0,1,0,0,3
HobsonsBay,5.0,1.0,3700.0,0.8,0.25,0.9064064064064064,0,0,1,0,1,0,0,0,0,3
Whittlesea,4.0,3.0,2175.0,0.6,0.75,0.658703239167311,0,0,1,0,0,0,1,0,0,3
Yarra,2.0,1.0,900.0,0.2,0.25,0.3008008008008008,0,0,1,0,1,0,0,0,0,5
GreaterDandenong,2.0,1.0,1375.0,0.2,0.25,0.4514514514514514,0,1,0,0,0,0,1,0,0,2
Yarra,2.0,0.0,1850.0,0.2,0.0,0.602102102102102,0,0,1,0,1,0,0,0,0,5
Whittlesea,3.0,1.0,1350.0,0.4,0.25,0.4304304304304304,0,0,1,0,0,0,1,0,0,3
Casey,1.0,1.0,2524.0,0.0,0.25,0.7618878721240924,0,1,0,0,1,0,0,0,0,2
Manningham,1.0,1.0,1750.0,0.0,0.25,0.5565565565565566,0,0,1,0,0,0,1,0,0,5
Moreland,3.0,2.0,1375.0,0.4,0.5,0.4514514514514514,0,0,1,0,0,0,1,0,0,3
Maribyrnong,1.0,0.0,2750.0,0.0,0.0,0.7912912912912913,1,0,0,0,0,1,0,0,0,1
Hume,2.0,1.0,1600.0,0.2,0.25,0.504004004004004,0,0,1,0,1,0,0,0,0,5
Frankston,2.0,0.0,725.0,0.2,0.0,0.2557557557557557,0,0,1,0,0,0,1,0,0,5
Cardinia,3.0,2.0,900.0,0.4,0.5,0.3008008008008008,0,0,1,0,1,0,0,0,0,4
MorningtonPeninsula,1.0,0.0,1150.0,0.0,0.0,0.3993993993993994,0,0,1,0,1,0,0,0,0,5
Stonnington,5.0,2.0,2850.0,0.8,0.5,0.8048048048048049,0,0,1,0,0,0,1,0,0,3
Brimbank,6.0,4.0,1725.0,1.0,1.0,0.5380380380380381,0,0,1,0,0,0,1,0,0,4
Banyule,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,1,0,1,0,0,0,0,6
Boroondara,1.0,1.0,1825.0,0.0,0.25,0.592092092092092,1,0,0,0,0,1,0,0,0,1
Yarra,1.0,1.0,1375.0,0.0,0.25,0.4514514514514514,1,0,0,0,1,0,0,0,0,2
Casey,2.0,1.0,3850.0,0.2,0.25,0.9124124124124124,0,0,1,0,0,0,1,0,0,6
Knox,1.0,1.0,2275.0,0.0,0.25,0.6881881881881882,1,0,0,0,0,1,0,0,0,1
Boroondara,4.0,2.0,725.0,0.6,0.5,0.2557557557557557,0,0,0,1,1,0,0,0,0,2
Yarra,2.0,0.0,800.0,0.2,0.0,0.2697697697697697,0,0,1,0,1,0,0,0,0,5
Whittlesea,2.0,1.0,1400.0,0.2,0.25,0.4744744744744744,0,0,1,0,1,0,0,0,0,5
GreaterGeelong,2.0,1.0,750.0,0.2,0.25,0.2632632632632632,0,0,1,0,0,0,1,0,0,5
Wyndham,3.0,2.0,750.0,0.4,0.5,0.2632632632632632,0,0,1,0,1,0,0,0,0,4
MooneeValley,2.0,1.0,2500.0,0.2,0.25,0.7347347347347347,0,0,1,0,1,0,0,0,0,6
Hume,2.0,0.0,3200.0,0.2,0.0,0.8478478478478478,0,1,0,0,1,0,0,0,0,2
Boroondara,1.0,1.0,900.0,0.0,0.25,0.3008008008008008,0,0,0,1,0,1,0,0,0,1
Darebin,1.0,1.0,100.0,0.0,0.25,0.0315315315315315,0,0,1,0,0,0,1,0,0,5
Brimbank,2.0,1.0,700.0,0.2,0.25,0.2247247247247247,0,0,1,0,1,0,0,0,0,5
Moreland,4.0,2.0,3000.0,0.6,0.5,0.8248248248248248,0,0,1,0,0,0,1,0,0,3
Knox,1.0,1.0,1850.0,0.0,0.25,0.602102102102102,0,0,1,0,0,1,0,0,0,0
Knox,2.0,2.0,2250.0,0.2,0.5,0.6736736736736737,0,0,1,0,1,0,0,0,0,3
Maroondah,3.0,2.0,1800.0,0.4,0.5,0.5810810810810811,0,0,1,0,0,0,1,0,0,3
Bayside,1.0,0.0,5000.0,0.0,0.0,0.9664664664664664,1,0,0,0,0,1,0,0,0,1
GreaterDandenong,2.0,1.0,4250.0,0.2,0.25,0.937937937937938,0,0,1,0,0,1,0,0,0,0
Casey,1.0,1.0,1625.0,0.0,0.25,0.5195195195195195,0,0,1,0,0,0,1,0,0,5
Kingston,1.0,1.0,1850.0,0.0,0.25,0.602102102102102,0,1,0,0,0,0,1,0,0,2
Moreland,1.0,1.0,2500.0,0.0,0.25,0.7347347347347347,0,1,0,0,0,0,1,0,0,2
Whittlesea,3.0,2.0,250.0,0.4,0.5,0.0565565565565565,0,0,1,0,0,0,1,0,0,4
MooneeValley,2.0,0.0,2275.0,0.2,0.0,0.6881881881881882,0,0,1,0,0,0,1,0,0,6
Wyndham,3.0,2.0,2500.0,0.4,0.5,0.7347347347347347,0,0,1,0,0,0,1,0,0,3
HobsonsBay,4.0,2.0,1125.0,0.6,0.5,0.3763763763763763,0,0,1,0,0,1,0,0,0,0
GreaterDandenong,2.0,1.0,3875.0,0.2,0.25,0.917917917917918,0,0,1,0,0,0,1,0,0,6
Wyndham,2.0,1.0,100.0,0.2,0.25,0.0315315315315315,0,0,1,0,0,0,1,0,0,5
GlenEira,1.0,1.0,500.0,0.0,0.25,0.1506506506506506,1,0,0,0,1,0,0,0,0,2
Kingston,1.0,1.0,725.0,0.0,0.25,0.2557557557557557,0,0,1,0,1,0,0,0,0,5
Maribyrnong,6.0,1.0,3625.0,1.0,0.25,0.8998998998998999,0,0,1,0,1,0,0,0,0,3
Banyule,1.0,1.0,1125.0,0.0,0.25,0.3763763763763763,0,0,1,0,1,0,0,0,0,5
Moreland,4.0,2.0,2875.0,0.6,0.5,0.8108108108108107,0,0,1,0,0,0,1,0,0,3
Monash,2.0,1.0,1650.0,0.2,0.25,0.5295295295295295,0,0,1,0,0,0,1,0,0,5
Brimbank,5.0,4.0,1475.0,0.8,1.0,0.4909909909909909,0,0,1,0,0,0,1,0,0,4
Cardinia,4.0,0.0,1400.0,0.6,0.0,0.4744744744744744,0,0,1,0,0,1,0,0,0,0
Monash,1.0,1.0,1750.0,0.0,0.25,0.5565565565565566,0,0,0,1,1,0,0,0,0,2
GreaterDandenong,5.0,2.0,6000.0,0.8,0.5,1.0,0,0,1,0,1,0,0,0,0,3
Moreland,2.0,1.0,1350.0,0.2,0.25,0.4304304304304304,1,0,0,0,0,1,0,0,0,1
MorningtonPeninsula,4.0,0.0,2750.0,0.6,0.0,0.7912912912912913,0,0,1,0,0,0,1,0,0,3
Whittlesea,1.0,1.0,1150.0,0.0,0.25,0.3993993993993994,0,0,1,0,0,0,1,0,0,5
Cardinia,2.0,0.0,700.0,0.2,0.0,0.2247247247247247,0,0,1,0,0,0,1,0,0,5
YarraRanges,2.0,3.0,1698.0,0.2,0.75,0.5305305305305306,0,0,1,0,0,0,1,0,0,3
HobsonsBay,3.0,1.0,1825.0,0.4,0.25,0.592092092092092,0,0,1,0,0,0,0,1,0,0
